doc_id,date,source_media,sentences,sentences_en,lsd_fr,lsd_fr_bin,lsd_en,lsd_en_bin,manual,manual_bin,llama323b_en_fr_run1,llama323b_en_fr_run2,llama323b_en_fr_run3,llama323b_en_fr_mean,llama323b_fr_fr_run1,llama323b_fr_fr_run2,llama323b_fr_fr_run3,llama323b_fr_fr_mean,llama323b_en_en_run1,llama323b_en_en_run2,llama323b_en_en_run3,llama323b_en_en_mean,qwq32b_en_fr_run1,qwq32b_en_fr_run2,qwq32b_en_fr_run3,qwq32b_en_fr_mean,qwq32b_fr_fr_run1,qwq32b_fr_fr_run2,qwq32b_fr_fr_run3,qwq32b_fr_fr_mean,qwq32b_en_en_run1,qwq32b_en_en_run2,qwq32b_en_en_run3,qwq32b_en_en_mean,deepseekr1_en_fr_run1,deepseekr1_en_fr_run2,deepseekr1_en_fr_run3,deepseekr1_en_fr_mean,deepseekr1_fr_fr_run1,deepseekr1_fr_fr_run2,deepseekr1_fr_fr_run3,deepseekr1_fr_fr_mean,deepseekr1_en_en_run1,deepseekr1_en_en_run2,deepseekr1_en_en_run3,deepseekr1_en_en_mean,llama3370b_en_fr_run1,llama3370b_en_fr_run2,llama3370b_en_fr_run3,llama3370b_en_fr_mean,llama3370b_fr_fr_run1,llama3370b_fr_fr_run2,llama3370b_fr_fr_run3,llama3370b_fr_fr_mean,llama3370b_en_en_run1,llama3370b_en_en_run2,llama3370b_en_en_run3,llama3370b_en_en_mean,gemma29b_en_fr_run1,gemma29b_en_fr_run2,gemma29b_en_fr_run3,gemma29b_en_fr_mean,gemma29b_fr_fr_run1,gemma29b_fr_fr_run2,gemma29b_fr_fr_run3,gemma29b_fr_fr_mean,gemma29b_en_en_run1,gemma29b_en_en_run2,gemma29b_en_en_run3,gemma29b_en_en_mean,llama321b_en_fr_run1,llama321b_en_fr_run2,llama321b_en_fr_run3,llama321b_en_fr_mean,llama321b_fr_fr_run1,llama321b_fr_fr_run2,llama321b_fr_fr_run3,llama321b_fr_fr_mean,llama321b_en_en_run1,llama321b_en_en_run2,llama321b_en_en_run3,llama321b_en_en_mean,mistral_en_fr_run1,mistral_en_fr_run2,mistral_en_fr_run3,mistral_en_fr_mean,mistral_fr_fr_run1,mistral_fr_fr_run2,mistral_fr_fr_run3,mistral_fr_fr_mean,mistral_en_en_run1,mistral_en_en_run2,mistral_en_en_run3,mistral_en_en_mean,deepseekr1distillllama_en_fr_run1,deepseekr1distillllama_en_fr_run2,deepseekr1distillllama_en_fr_run3,deepseekr1distillllama_en_fr_mean,deepseekr1distillllama_fr_fr_run1,deepseekr1distillllama_fr_fr_run2,deepseekr1distillllama_fr_fr_run3,deepseekr1distillllama_fr_fr_mean,deepseekr1distillllama_en_en_run1,deepseekr1distillllama_en_en_run2,deepseekr1distillllama_en_en_run3,deepseekr1distillllama_en_en_mean,claude35_en_fr_run1,claude35_en_fr_run2,claude35_en_fr_run3,claude35_en_fr_mean,claude35_fr_fr_run1,claude35_fr_fr_run2,claude35_fr_fr_run3,claude35_fr_fr_mean,claude35_en_en_run1,claude35_en_en_run2,claude35_en_en_run3,claude35_en_en_mean,gemini20_en_fr_run1,gemini20_en_fr_run2,gemini20_en_fr_run3,gemini20_en_fr_mean,gemini20_fr_fr_run1,gemini20_fr_fr_run2,gemini20_fr_fr_run3,gemini20_fr_fr_mean,gemini20_en_en_run1,gemini20_en_en_run2,gemini20_en_en_run3,gemini20_en_en_mean,deepseekchat_en_fr_run1,deepseekchat_en_fr_run2,deepseekchat_en_fr_run3,deepseekchat_en_fr_mean,deepseekchat_fr_fr_run1,deepseekchat_fr_fr_run2,deepseekchat_fr_fr_run3,deepseekchat_fr_fr_mean,deepseekchat_en_en_run1,deepseekchat_en_en_run2,deepseekchat_en_en_run3,deepseekchat_en_en_mean,gpt4o_en_fr_run1,gpt4o_en_fr_run2,gpt4o_en_fr_run3,gpt4o_en_fr_mean,gpt4o_fr_fr_run1,gpt4o_fr_fr_run2,gpt4o_fr_fr_run3,gpt4o_fr_fr_mean,gpt4o_en_en_run1,gpt4o_en_en_run2,gpt4o_en_en_run3,gpt4o_en_en_mean
1428,2007-01-13,"Figaro, Le",Ce mobile permet de regarder et de prendre des vidéos qui peuvent ensuite être regardées sur un téléviseur.,This mobile allows you to watch and take videos that can then be watched on a TV.,-0.05555555555555555,negative,0,neutral,0,neutral,0,0.5,0,0.16666666666666666,0,0,0,0,0.5,0,0,0.16666666666666666,0,1,0,0.3333333333333333,1,1,1,1,1,1,1,1,1,0,0,0.3333333333333333,0,0,0,0,1,1,1,1,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0.3,0.3,0.19999999999999998,0,0,0,0,0,0,0,0,0.5,-0.3,-0.3,-0.033333333333333326,0.6,-0.3,0,0.09999999999999999,0,0,0.5,0.16666666666666666,0.7,0.5,0.5,0.5666666666666667,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5333333333333333,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.3,0,0.3,0.19999999999999998,0,0,0,0,0,0.2,0,0.06666666666666667,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.36666666666666664,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5
1433,2007-01-04,"Figaro, Le","Conçu aussi comme un moteur de recherche, le Géocatalogue devrait constituer « le point d'entrée le plus large possible pour rechercher les principales données géographiques de l'État, en connaître les caractéristiques et les moyens d'y accéder et de les visualiser dans le Géoportail », selon la charte du projet.","Also designed as a search engine, the geocatalog should constitute ""the broadest possible point of input to search for the main geographic data of the State, know the characteristics and the means of accessing it and visualizing them in the geoportail"", according to the project charter.",0,neutral,0,neutral,0.25,positive,0.5,0.5,0,0.3333333333333333,0,0,0.5,0.16666666666666666,0,0,0,0,0,1,1,0.6666666666666666,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.5,0.43333333333333335,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.5,-1,0,-0.16666666666666666,0.7,-0.3,-0.85,-0.15,0,0.5,0.3,0.26666666666666666,0.5,0,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0,0.5,0.5,0.3333333333333333,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0.5,0.5,0.3333333333333333,0,0,0,0,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0
1436,2006-12-29,Libération,Et ne pas se limiter à la négociation diplomatique : il faut conduire les batailles avec toutes les forces qui existent dans les autres pays et [qui] veulent remettre en cause les politiques libérales.,And not to limit yourself to diplomatic negotiations: it is necessary to lead the battles with all the forces that exist in other countries and [who] want to question liberal policies.,-0.058823529411764705,negative,0,neutral,0.5,positive,0,-0.7,0.2,-0.16666666666666666,0.5,0.5,0.5,0.5,0.5,0,0.5,0.3333333333333333,1,0,1,0.6666666666666666,1,1,1,1,0.5,1,1,0.8333333333333334,1,1,1,1,0.6,1,0.5,0.7,NA,1,NA,1,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.5,-0.7,-0.7,-0.6333333333333333,-0.7,-0.7,-0.5,-0.6333333333333333,-0.7,-0.7,-0.7,-0.7,-0.7,-0.6,-0.7,-0.6666666666666666,0.3,0.5,0,0.26666666666666666,-0.3,0.7,-0.9,-0.16666666666666669,0.4,0,0,0.13333333333333333,-0.3,-0.5,-0.7,-0.5,-0.5,-0.5,-0.7,-0.5666666666666667,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,-0.3,-0.3,-0.3,-0.5,-0.5,-0.5,-0.5,-0.3,-0.4,-0.5,-0.4,0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,0.3,0.3,0.3,0.3,-0.3,0.3,0.3,0.09999999999999999,0.1,0.1,-0.3,-0.033333333333333326,-0.3,-0.7,-0.3,-0.4333333333333333,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
1449,2006-11-25,Libération,"Des avatars célèbres de Second Life, comme Adam Reuters, l'envoyé spécial permanent de l'agence du même nom, ou Hamlet Au, le plus célèbre des reporters de SL, se sont volontairement laissé dupliquer afin de tester l'outil.","Famous Avatars of Second Life, such as Adam Reuters, the agency's Special Special Envoy of the same name, or Hamlet Au, the most famous SL reporters, voluntarily allowed themselves to be duplicated in order to test the tool.",0.05555555555555555,positive,0.06521739130434782,positive,0,neutral,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5666666666666667,0,0.5,0.6,0.36666666666666664,0,0.5,0,0.16666666666666666,1,0,1,0.6666666666666666,0,1,1,0.6666666666666666,1,0.5,1,0.8333333333333334,0,0,0,0,1,NA,NA,1,0,0,0,0,0.5,0,0,0.16666666666666666,0.5,0.3,0.5,0.43333333333333335,0.3,0,0,0.09999999999999999,0.3,0.5,0.3,0.36666666666666664,0.3,0.3,0.3,0.3,0,0.3,-0.2,0.033333333333333326,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,0.9,0.03333333333333335,0.5,0.5,-0.5,0.16666666666666666,0,0.5,0.5,0.3333333333333333,0,0.4,0.5,0.3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.3,-0.1,0,0.06666666666666667,0,0.3,0.3,0.19999999999999998,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.36666666666666664,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
1451,2006-11-22,"Presse, La","D'ailleurs, Koumbit utilise quelques logicielslibres qui démontrent l'étendue de ce mouvement: Drupal, un gestionnaire de contenu de sites Web, et Decisions, un module d'aide à la prise de décision en ligne, qui pourrait être vue comme une version ""opensource"" et plus fiable du système de vote électronique qui a connu des ratés à Montréal, l'année dernière.","Moreover, Koumbit uses some software lubrichers that demonstrate the extent of this movement: Drupal, a website content manager, and decisions, a online decision -making assistance module, which could be seen as an ""openrce"" and more reliable version of the electronic voting system that experienced failures in Montreal last year.",0.017857142857142856,positive,0.03389830508474577,positive,-0.25,negative,0.5,0.8,-0.3,0.33333333333333337,0.5,0.5,-0.2,0.26666666666666666,0,0.5,0,0.16666666666666666,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.6666666666666666,0.5,0.5,1,0.6666666666666666,NA,NA,1,1,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0.5,0.16666666666666666,-0.3,-0.5,0.1,-0.23333333333333334,0,-0.8,0.8,0,0.5,-0.5,0.5,0.16666666666666666,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.5,0.36666666666666664,0.5,0.5,0.5,0.5,0.5,0.3,0.5,0.43333333333333335,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.5,0,0,0.16666666666666666,0,0.5,0,0.16666666666666666,0,0,0,0
1497,2006-07-14,Libération,"Alors, n'attendons pas cinq ans pour lancer le «Quaero du libre» [projet multimédia franco-allemand, ndlr].","So, let's not wait five years to launch the ""Quaero du Libre"" [Franco-German multimedia project, editor's note].",0.13333333333333333,positive,0.034482758620689655,positive,0,neutral,0,0.3,0.8,0.3666666666666667,0.5,-0.5,0.5,0.16666666666666666,0.5,0,0.5,0.3333333333333333,1,1,1,1,1,0,1,0.6666666666666666,1,1,0.3,0.7666666666666666,1,0,0.3,0.43333333333333335,0.5,1,1,0.8333333333333334,1,NA,NA,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0,0,0,0,0.5,0.3,-0.8,-1.8521787113294035e-17,0.3,0,-0.5,-0.06666666666666667,0.3,0.3,0.5,0.36666666666666664,0.5,0.7,0.5,0.5666666666666667,-0.3,0.7,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,-0.3,0.3,-0.3,-0.09999999999999999,-0.3,-0.3,0.3,-0.09999999999999999,0,0,0,0,0,0,0.2,0.06666666666666667,0,0,0,0
1503,2006-07-01,Libération,«Me jeter en prison a été leur plus grande erreur.,“Throwing myself in prison was their biggest error.,-0.2,negative,-0.2222222222222222,negative,-0.75,negative,0.5,-1,0.5,0,-0.5,-1,0.5,-0.3333333333333333,-1,0.5,0.5,0,1,1,1,1,0.8,1,1,0.9333333333333333,1,1,1,1,1,0.5,1,0.8333333333333334,1,1,1,1,1,NA,1,1,-0.7,0.5,0.5,0.10000000000000002,-0.7,-0.7,-0.7,-0.7,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7333333333333333,0.8,0.8,1,0.8666666666666667,-1,0,0,-0.3333333333333333,1,-0.9,0.7,0.26666666666666666,0.5,0,0,0.16666666666666666,0.7,-0.5,-0.5,-0.10000000000000002,0,0.6,0.5,0.36666666666666664,-1,0.6,-0.3,-0.23333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,-0.7,-0.7,-0.7,-0.7,-0.8,-0.7,-0.7333333333333333,-0.8,-0.7,-0.7,-0.7333333333333333,-0.5,-0.5,-0.7,-0.5666666666666667,0,-0.7,-0.7,-0.4666666666666666,0.3,0.3,0.3,0.3,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.7,-0.8,-0.7,-0.7333333333333333,-0.5,-0.5,-0.5,-0.5,-0.7,-0.7,-0.7,-0.7,-0.5,-0.7,-0.7,-0.6333333333333333
1510,2006-06-17,"Devoir, Le","Avant sa jeune entreprise Groove Networks, Ozzie avait créé dans les années 1980 les logiciels de messagerie pour professionnels Lotus Notes (développés ensuite par IBM), et il passe pour être un des tout meilleurs programmeurs d'applications professionnelles au monde.","Before his young company Groove Networks, Ozzie had created messaging software for professionals Lotus Notes in the 1980s (then developed by IBM), and he passes to be one of the best programmers of professional application in the world.",0.02564102564102564,positive,0.046511627906976744,positive,0.75,positive,0.5,0.8,0.3,0.5333333333333333,0.8,0.5,0.3,0.5333333333333333,0.8,0.8,0.5,0.7000000000000001,1,1,0.8,0.9333333333333333,1,1,1,1,1,1,0.5,0.8333333333333334,0,0,1,0.3333333333333333,0.3,0.5,0.3,0.36666666666666664,0.2,1,NA,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.8,0.2,-0.8,0.06666666666666667,-0.8,-0.3,-0.3,-0.4666666666666667,0.8,0.4,-0.8,0.13333333333333333,0.5,0.3,0.8,0.5333333333333333,0.5,0.5,0.9,0.6333333333333333,0.8,0.5,-0.3,0.33333333333333337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1511,2006-06-17,Libération,"Pour garder leur indépendance, ils ont cependant refusé des offres d'investissement d'autres gros médias.","To keep their independence, they however refused investment offers from other big media.",-0.07142857142857142,negative,-0.06666666666666667,negative,0,neutral,0,0.5,0,0.16666666666666666,0.5,-0.5,0.5,0.16666666666666666,0.5,0,0.5,0.3333333333333333,1,1,0.5,0.8333333333333334,1,1,1,1,1,1,0.5,0.8333333333333334,0,0,0.3,0.09999999999999999,1,0.5,0.5,0.6666666666666666,1,1,1,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.3333333333333333,0.5,0.3,0.5,0.43333333333333335,0.5,0.5,0.3,0.43333333333333335,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.36666666666666664,0.8,-0.3,-0.8,-0.09999999999999999,-0.6,0.42,-0.5,-0.22666666666666666,0,-0.6,0.8,0.0666666666666667,0.5,0,0.3,0.26666666666666666,0.5,0.5,0.5,0.5,0.5,0.8,-0.3,0.33333333333333337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.43333333333333335,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.5,0.3,0.26666666666666666,0,0,0,0
1514,2006-06-12,"Figaro, Le","Il est de ce point de vue significatif que les attaques de la Commission européenne soient le résultat non pas de plaintes de consommateurs qui s'estimeraient lésés par la « position dominante » de Microsoft, mais de l'activisme judiciaire des concurrents de la firme !","It is from this significant point of view that the attacks of the European Commission are the result not of consumer complaints which would consider themselves injured by the ""dominant position"" of Microsoft, but of the judicial activism of the competitors of the firm!",-0.02272727272727272,negative,-0.021276595744680847,negative,-0.5,negative,0.5,0.7,0.5,0.5666666666666667,-0.5,0.5,0.5,0.16666666666666666,0.5,0.8,0.3,0.5333333333333333,0.5,1,1,0.8333333333333334,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.6666666666666666,NA,1,NA,1,-0.7,-0.7,-0.7,-0.7,-0.5,-0.5,-0.5,-0.5,-0.7,-0.7,-0.5,-0.6333333333333333,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.7,-0.7,-0.7,-0.7,-0.7,0.5,0.3,0.03333333333333335,0.7,-0.7,0.5,0.16666666666666666,0,0.3,0,0.09999999999999999,0.3,-0.3,-0.5,-0.16666666666666666,-0.3,0.25,-0.5,-0.18333333333333332,-0.5,0,0,-0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.4,-0.4,-0.43333333333333335,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,0.3,0.3,0.3,-0.5,-0.7,-0.7,-0.6333333333333333,-0.5,-0.5,-0.5,-0.5,-0.5,-0.7,-0.7,-0.6333333333333333,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
1518,2006-05-30,"Figaro, Le","« Le débat ne se situe plus entre logicielslibres et systèmes propriétaires, mais au niveau de l'appropriation des standards »,  explique Jean-Christophe Gougeon, chargé à l'Anvar des technologies logicielles.","""The debate is no longer between software and proprietary systems, but in terms of the appropriation of standards,"" explains Jean-Christophe Gougeon, responsible for the Anvar of software technologies.",0,neutral,0,neutral,0,neutral,0,0.5,0.3,0.26666666666666666,0.5,0,0.5,0.3333333333333333,0,0.5,0.5,0.3333333333333333,0,1,1,0.6666666666666666,1,1,1,1,1,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,-0.5,0.13333333333333336,0.2,-0.8,-0.8,-0.4666666666666667,-0.3,-0.6,0.2,-0.2333333333333333,0,0.1,0.5,0.2,0.5,0,0,0.16666666666666666,0,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.3,0.3,0,0.19999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,2006-04-21,Libération,"En France, tout ça reste très compartimenté.» Mal au pixel a pour thème le «boom dot org», le boom des médias libres, sorte de contrepoint citoyen à un concept en vogue, le mercantile «Web 2.0».","In France, all of this is very compartmentalized. ” The theme of Pixel is the theme of ""Boom dot org"", the boom of free media, a sort of counterpoint citizen with a vogue concept, the mercantile ""Web 2.0"".",0.02857142857142857,positive,0.02,positive,0.25,positive,0,0,0.5,0.16666666666666666,0.3,-0.7,-0.8,-0.4,0.3,0.3,0,0.19999999999999998,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,NA,1,1,NA,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.3,-0.5,-0.36666666666666664,-0.2,-0.3,0.3,-0.06666666666666667,0,0,0.2,0.06666666666666667,0.3,-0.5,-0.5,-0.23333333333333334,-0.5,-0.6,0.1,-0.3333333333333333,-0.5,0.5,0.7,0.2333333333333333,0.5,0.3,0.3,0.36666666666666664,-0.3,0,-0.5,-0.26666666666666666,-0.5,-0.2,-0.5,-0.4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.3,-0.3,-0.3,-0.09999999999999999,-0.3,-0.3,-0.1,-0.23333333333333334,0,-0.2,-0.1,-0.1,-0.3,-0.3,-0.3,-0.3,0,0,0,0,0.3,0.3,0.3,0.3,-0.3,-0.5,-0.3,-0.36666666666666664,-0.5,-0.3,-0.2,-0.3333333333333333,0.2,0,0,0.06666666666666667,0,0,-0.5,-0.16666666666666666,-0.5,-0.5,0,-0.3333333333333333,0,0,0,0
1542,2006-03-27,"Monde, Le","Et, ce 9 mars, commence un des épisodes les plus ubuesques qu'aient vécus les parlementaires : le gouvernement leur demande d'examiner un texte pour mieux voter contre.","And, this March 9, begins one of the most ubiquitous episodes experienced by parliamentarians: the government asks them to examine a text to better vote against.",-0.037037037037037035,negative,0,neutral,-0.25,negative,-0.7,0.5,-0.5,-0.2333333333333333,-0.5,-0.7,-0.7,-0.6333333333333333,-0.5,-0.5,-0.5,-0.5,NA,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,0.5,0.5,0.5,1,1,0.8333333333333334,NA,1,NA,1,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.5,-0.5,-0.5,-0.5,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.5,-0.5,-0.5,-0.5,-0.3,0,-0.4,-0.23333333333333334,0.7,-0.1,0.2,0.26666666666666666,-0.7,0.4,0,-0.09999999999999998,0.3,0.3,0.3,0.3,-0.5,0.5,0,0,-0.5,0.5,-0.5,-0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,-0.7,-0.8,-0.7333333333333333,-0.7,-0.7,-0.7,-0.7,-0.3,-0.3,-0.3,-0.3,-0.5,-0.5,-0.5,-0.5,-0.7,-0.5,-0.7,-0.6333333333333333,0.3,0.3,0.3,0.3,-0.8,-0.7,-0.7,-0.7333333333333333,-0.7,-0.7,-0.7,-0.7,-0.5,-0.3,-0.5,-0.43333333333333335,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
1558,2006-03-07,Libération,Gag.,Gag.,0,neutral,0,neutral,0,neutral,-1,-1,-1,-1,-1,-0.5,-0.5,-0.6666666666666666,-1,-1,-1,-1,1,0.5,1,0.8333333333333334,0.5,1,1,0.8333333333333334,1,1,1,1,1,1,1,1,1,0.5,1,0.8333333333333334,1,1,NA,1,-1,-1,-1,-1,-0.5,-0.5,-0.5,-0.5,-1,-1,-0.7,-0.9,-0.5,-0.5,-0.5,-0.5,0.5,1,0.8,0.7666666666666667,-0.5,-0.5,-0.7,-0.5666666666666667,-0.7,-1,-0.3,-0.6666666666666666,-0.3,-0.5,0.8,1.8521787113294035e-17,-1,-0.8,-1,-0.9333333333333333,0,-0.7,-0.5,-0.39999999999999997,-0.5,-0.5,0.5,-0.16666666666666666,-0.5,-0.7,-0.5,-0.5666666666666667,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.5,0.5,0.3333333333333333,-0.7,-0.7,-0.5,-0.6333333333333333,-0.7,0,0,-0.2333333333333333,-0.7,0,0,-0.2333333333333333,0.3,0.3,0.3,0.3,-0.8,-0.8,-0.8,-0.8,0.3,0.3,0.3,0.3,-0.8,-0.8,-0.8,-0.8,0,0,0,0,0,0,0,0,-0.5,-0.7,-1,-0.7333333333333333
1649,2005-07-06,Libération,"Les Verts, convaincus de la première heure, jouent les intermédiaires avec les autres partis.","The Greens, convinced of the first hour, play the intermediaries with the other parties.",0,neutral,0.058823529411764705,positive,0,neutral,0.3,0.5,0.5,0.43333333333333335,0.5,0.5,0.5,0.5,0.5,-0.3,0.3,0.16666666666666666,0.5,0.5,0,0.3333333333333333,0.3,1,0.5,0.6,1,1,1,1,0,0,0,0,0,0,0.5,0.16666666666666666,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.5,-0.3,-0.36666666666666664,-0.5,-0.5,-0.5,-0.5,-0.3,-0.3,-0.3,-0.3,0.4,-0.4,-0.2,-0.06666666666666667,-0.7,0,-0.5,-0.39999999999999997,-0.5,-0.8,0.8,-0.16666666666666666,0.3,0.5,0.3,0.36666666666666664,0.5,0.5,-0.5,0.16666666666666666,0.5,-0.2,-0.5,-0.06666666666666667,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,-0.1,0.1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.36666666666666664,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0
